+------------------------------------------------+
|Time of Transition |PID | Old State | New State |
|               559 |  1 |   WAITING |     READY |
|               559 |  3 |   RUNNING |     READY |
|               559 |  1 |     READY |   RUNNING |
|               567 |  1 |   RUNNING |   WAITING |
|               567 |  3 |     READY |   RUNNING |
|               590 |  3 |   RUNNING |   WAITING |
|               590 |  4 |     READY |   RUNNING |
|               602 |  1 |   WAITING |     READY |
|               602 |  4 |   RUNNING |     READY |
|               602 |  1 |     READY |   RUNNING |
|               610 |  1 |   RUNNING |   WAITING |
|               610 |  4 |     READY |   RUNNING |
|               645 |  1 |   WAITING |     READY |
|               645 |  4 |   RUNNING |     READY |
|               645 |  1 |     READY |   RUNNING |
|               653 |  1 |   RUNNING |   WAITING |
|               653 |  4 |     READY |   RUNNING |
|               688 |  1 |   WAITING |     READY |
|               688 |  4 |   RUNNING |     READY |
|               688 |  1 |     READY |   RUNNING |
|               696 |  1 |   RUNNING |   WAITING |
|               696 |  4 |     READY |   RUNNING |
|               710 |  3 |   WAITING |     READY |
|               710 |  4 |   RUNNING |     READY |
|               710 |  3 |     READY |   RUNNING |
|               731 |  1 |   WAITING |     READY |
|               731 |  3 |   RUNNING |     READY |
|               731 |  1 |     READY |   RUNNING |
|               739 |  1 |   RUNNING |   WAITING |
|               739 |  3 |     READY |   RUNNING |
|               758 |  3 |   RUNNING |   WAITING |
|               758 |  4 |     READY |   RUNNING |
|               766 |  4 |   RUNNING |TERMINATED |
|               774 |  1 |   WAITING |     READY |
|               774 |  1 |     READY |   RUNNING |
|               780 |  1 |   RUNNING |TERMINATED |
|               878 |  3 |   WAITING |     READY |
|               878 |  3 |     READY |   RUNNING |
|               918 |  3 |   RUNNING |   WAITING |
|              1038 |  3 |   WAITING |     READY |
|              1038 |  3 |     READY |   RUNNING |
|              1078 |  3 |   RUNNING |   WAITING |
|              1198 |  3 |   WAITING |     READY |
|              1198 |  3 |     READY |   RUNNING |
|              1238 |  3 |   RUNNING |   WAITING |
|              1358 |  3 |   WAITING |     READY |
|              1358 |  3 |     READY |   RUNNING |
|              1374 |  2 |   WAITING |     READY |
|              1374 |  3 |   RUNNING |     READY |
|              1374 |  2 |     READY |   RUNNING |
|              1474 |  2 |   RUNNING |     READY |
|              1474 |  2 |     READY |   RUNNING |
|              1574 |  2 |   RUNNING |TERMINATED |
|              1574 |  3 |     READY |   RUNNING |
|              1598 |  3 |   RUNNING |   WAITING |
|              1718 |  3 |   WAITING |     READY |
|              1718 |  3 |     READY |   RUNNING |
|              1748 |  3 |   RUNNING |TERMINATED |
+------------------------------------------------+

Throughput: 4/1748
Average TAT: 1144
Average WT: 237
Average RT: 103
