+------------------------------------------------+
|Time of Transition |PID | Old State | New State |
|              2500 |  3 |     READY |   RUNNING |
|              2505 |  2 |   WAITING |     READY |
|              2505 |  3 |   RUNNING |     READY |
|              2505 |  2 |     READY |   RUNNING |
|              2605 |  2 |   RUNNING |     READY |
|              2605 |  2 |     READY |   RUNNING |
|              2655 |  2 |   RUNNING |   WAITING |
|              2655 |  3 |     READY |   RUNNING |
|              2660 |  2 |   WAITING |     READY |
|              2660 |  3 |   RUNNING |   WAITING |
|              2660 |  2 |     READY |   RUNNING |
|              2663 |  3 |   WAITING |     READY |
|              2663 |  2 |   RUNNING |     READY |
|              2663 |  2 |     READY |   RUNNING |
|              2763 |  2 |   RUNNING |     READY |
|              2763 |  2 |     READY |   RUNNING |
|              2810 |  2 |   RUNNING |   WAITING |
|              2810 |  3 |     READY |   RUNNING |
|              2815 |  2 |   WAITING |     READY |
|              2815 |  3 |   RUNNING |     READY |
|              2815 |  2 |     READY |   RUNNING |
|              2915 |  2 |   RUNNING |     READY |
|              2915 |  2 |     READY |   RUNNING |
|              2965 |  2 |   RUNNING |   WAITING |
|              2965 |  3 |     READY |   RUNNING |
|              2970 |  2 |   WAITING |     READY |
|              2970 |  3 |   RUNNING |     READY |
|              2970 |  2 |     READY |   RUNNING |
|              3070 |  2 |   RUNNING |     READY |
|              3070 |  2 |     READY |   RUNNING |
|              3080 |  2 |   RUNNING |TERMINATED |
|              3080 |  3 |     READY |   RUNNING |
|              3150 |  3 |   RUNNING |   WAITING |
|              3150 |  4 |     READY |   RUNNING |
|              3153 |  3 |   WAITING |     READY |
|              3153 |  4 |   RUNNING |     READY |
|              3153 |  3 |     READY |   RUNNING |
|              3233 |  3 |   RUNNING |   WAITING |
|              3233 |  4 |     READY |   RUNNING |
|              3236 |  3 |   WAITING |     READY |
|              3236 |  4 |   RUNNING |     READY |
|              3236 |  3 |     READY |   RUNNING |
|              3316 |  3 |   RUNNING |   WAITING |
|              3316 |  4 |     READY |   RUNNING |
|              3319 |  3 |   WAITING |     READY |
|              3319 |  4 |   RUNNING |     READY |
|              3319 |  3 |     READY |   RUNNING |
|              3399 |  3 |   RUNNING |   WAITING |
|              3399 |  4 |     READY |   RUNNING |
|              3402 |  3 |   WAITING |     READY |
|              3402 |  4 |   RUNNING |     READY |
|              3402 |  3 |     READY |   RUNNING |
|              3482 |  3 |   RUNNING |   WAITING |
|              3482 |  4 |     READY |   RUNNING |
|              3485 |  3 |   WAITING |     READY |
|              3485 |  4 |   RUNNING |     READY |
|              3485 |  3 |     READY |   RUNNING |
|              3565 |  3 |   RUNNING |   WAITING |
|              3565 |  4 |     READY |   RUNNING |
|              3568 |  3 |   WAITING |     READY |
|              3568 |  4 |   RUNNING |     READY |
|              3568 |  3 |     READY |   RUNNING |
|              3618 |  3 |   RUNNING |TERMINATED |
|              3618 |  4 |     READY |   RUNNING |
|              3718 |  4 |   RUNNING |     READY |
|              3718 |  4 |     READY |   RUNNING |
|              3720 |  4 |   RUNNING |   WAITING |
|              3735 |  4 |   WAITING |     READY |
|              3735 |  4 |     READY |   RUNNING |
|              3785 |  4 |   RUNNING |TERMINATED |
+------------------------------------------------+

Throughput: 4/3785
Average TAT: 2988
Average WT: 2005
Average RT: 719
