+------------------------------------------------+
|Time of Transition |PID | Old State | New State |
+------------------------------------------------+
|                 0 |  2 |       NEW |     READY |
|                 0 |  2 |     READY |   RUNNING |
|                 8 |  1 |       NEW |     READY |
|                 8 |  2 |   RUNNING |     READY |
|                 8 |  1 |     READY |   RUNNING |
|                60 |  3 |       NEW |     READY |
|                60 |  1 |   RUNNING |     READY |
|                60 |  1 |     READY |   RUNNING |
|                73 |  1 |   RUNNING |   WAITING |
|                73 |  2 |     READY |   RUNNING |
|                85 |  2 |   RUNNING |   WAITING |
|                85 |  3 |     READY |   RUNNING |
|                90 |  3 |   RUNNING |   WAITING |
|               105 |  3 |   WAITING |     READY |
|               105 |  3 |     READY |   RUNNING |
|               110 |  3 |   RUNNING |   WAITING |
|               125 |  3 |   WAITING |     READY |
|               125 |  3 |     READY |   RUNNING |
|               130 |  3 |   RUNNING |   WAITING |
|               145 |  3 |   WAITING |     READY |
|               145 |  2 |   WAITING |     READY |
|               145 |  2 |     READY |   RUNNING |
|               165 |  2 |   RUNNING |   WAITING |
|               165 |  3 |     READY |   RUNNING |
|               170 |  3 |   RUNNING |   WAITING |
|               185 |  3 |   WAITING |     READY |
|               185 |  3 |     READY |   RUNNING |
|               190 |  3 |   RUNNING |   WAITING |
|               205 |  3 |   WAITING |     READY |
|               205 |  3 |     READY |   RUNNING |
|               210 |  3 |   RUNNING |   WAITING |
|               225 |  3 |   WAITING |     READY |
|               225 |  2 |   WAITING |     READY |
|               225 |  2 |     READY |   RUNNING |
|               245 |  2 |   RUNNING |TERMINATED |
|               245 |  3 |     READY |   RUNNING |
|               250 |  3 |   RUNNING |   WAITING |
|               253 |  1 |   WAITING |     READY |
|               253 |  1 |     READY |   RUNNING |
|               265 |  3 |   WAITING |     READY |
|               265 |  1 |   RUNNING |     READY |
|               265 |  1 |     READY |   RUNNING |
|               318 |  1 |   RUNNING |   WAITING |
|               318 |  3 |     READY |   RUNNING |
|               323 |  3 |   RUNNING |   WAITING |
|               338 |  3 |   WAITING |     READY |
|               338 |  3 |     READY |   RUNNING |
|               343 |  3 |   RUNNING |   WAITING |
|               358 |  3 |   WAITING |     READY |
|               358 |  3 |     READY |   RUNNING |
|               363 |  3 |   RUNNING |   WAITING |
|               378 |  3 |   WAITING |     READY |
|               378 |  3 |     READY |   RUNNING |
|               383 |  3 |   RUNNING |   WAITING |
|               398 |  3 |   WAITING |     READY |
|               398 |  3 |     READY |   RUNNING |
|               403 |  3 |   RUNNING |   WAITING |
|               418 |  3 |   WAITING |     READY |
|               418 |  3 |     READY |   RUNNING |
|               423 |  3 |   RUNNING |   WAITING |
|               438 |  3 |   WAITING |     READY |
|               438 |  3 |     READY |   RUNNING |
|               443 |  3 |   RUNNING |   WAITING |
|               450 |  4 |       NEW |     READY |
|               450 |  4 |     READY |   RUNNING |
|               458 |  3 |   WAITING |     READY |
|               458 |  4 |   RUNNING |     READY |
|               458 |  3 |     READY |   RUNNING |
|               463 |  3 |   RUNNING |   WAITING |
|               463 |  4 |     READY |   RUNNING |
|               478 |  3 |   WAITING |     READY |
|               478 |  4 |   RUNNING |     READY |
|               478 |  3 |     READY |   RUNNING |
|               483 |  3 |   RUNNING |   WAITING |
|               483 |  4 |     READY |   RUNNING |
|               490 |  4 |   RUNNING |   WAITING |
|               498 |  3 |   WAITING |     READY |
|               498 |  1 |   WAITING |     READY |
|               498 |  1 |     READY |   RUNNING |
|               518 |  1 |   RUNNING |TERMINATED |
|               518 |  3 |     READY |   RUNNING |
|               523 |  3 |   RUNNING |   WAITING |
|               538 |  3 |   WAITING |     READY |
|               538 |  3 |     READY |   RUNNING |
|               543 |  3 |   RUNNING |   WAITING |
|               550 |  4 |   WAITING |     READY |
|               550 |  4 |     READY |   RUNNING |
|               558 |  3 |   WAITING |     READY |
|               558 |  4 |   RUNNING |     READY |
|               558 |  3 |     READY |   RUNNING |
|               563 |  3 |   RUNNING |   WAITING |
|               563 |  4 |     READY |   RUNNING |
|               578 |  3 |   WAITING |     READY |
|               578 |  4 |   RUNNING |     READY |
|               578 |  3 |     READY |   RUNNING |
|               583 |  3 |   RUNNING |   WAITING |
|               583 |  4 |     READY |   RUNNING |
|               590 |  4 |   RUNNING |   WAITING |
|               598 |  3 |   WAITING |     READY |
|               598 |  3 |     READY |   RUNNING |
|               603 |  3 |   RUNNING |   WAITING |
|               618 |  3 |   WAITING |     READY |
|               618 |  3 |     READY |   RUNNING |
|               623 |  3 |   RUNNING |   WAITING |
|               638 |  3 |   WAITING |     READY |
|               638 |  3 |     READY |   RUNNING |
|               643 |  3 |   RUNNING |   WAITING |
|               650 |  4 |   WAITING |     READY |
|               650 |  4 |     READY |   RUNNING |
|               658 |  3 |   WAITING |     READY |
|               658 |  4 |   RUNNING |     READY |
|               658 |  3 |     READY |   RUNNING |
